"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"United States","USA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","","","","","98.9449234008789","99.0333480834961","99.9764404296875","99.1597366333008","",
"St. Vincent and the Grenadines","VCT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2849998474121","66.1354598999023","","71.7131500244141","69.2087707519531","73.1385498046875","72.2003936767578","","","77.5991363525391","82.9694290161133","79.6359481811523","84.1037216186523","85.6710433959961","85.2907562255859","82.6966323852539","76.051399230957","84.2809371948242","82.9107971191406","66.5193405151367","61.0686988830566","","","",
"Venezuela, RB","VEN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.8954162597656","89.0243911743164","","","78.6069717407227","","","74.2267990112305","71.6279067993164","","","","","","","80.2867431640625","91.6083908081055","81.2101898193359","80.1393737792969","95.1417007446289","71.6417922973633","76.2237777709961","",
"Virgin Islands (U.S.)","VIR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6535720825195","80.0496368408203","84.9499588012695","87.0124435424805","","","93.3701019287109","95.639518737793","97.793327331543","98.6272430419922","99.6399536132813","98.3348693847656","99.3025817871094","99.5883026123047","","100","99.4760513305664","99.7742233276367","99.7202224731445","99.8683776855469","99.5209274291992","99.6781997680664","",
"Vanuatu","VUT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","35.995849609375","","",
"World","WLD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8527679443359","85.6663131713867","85.1348266601563","83.4301300048828","84.6266326904297","85.1198883056641","83.8406219482422","82.5426406860352","",
"Samoa","WSM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4842224121094","93.962532043457","93.8864593505859","","","","","","","",
"Kosovo","XKX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2598609924316","67.9418716430664","67.6156234741211","77.9215469360352","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9253921508789","94.1815719604492","","","","","","","","","","","89.71484375","","92.6558609008789","86.7095413208008","85.1061935424805","85.5534591674805","86.5880508422852","98.7502975463867","","","","",
"Zimbabwe","ZWE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2875137329102","","","","","","","","","","","","","","88.1541290283203","85.862907409668","89.158088684082","93.8645629882813","98.1245193481445","97.4158477783203","97.1383972167969","97.2520370483398","97.7685623168945","",
